grp_id,name,price
1458,Dove Heart Promises Dark Chocolate & Cherry Swirl Valentine's Day Candy,2.75
1459,Nature's Path Organic Gluten Free Selections Chunky Chocolate Peanut Chewy Granola Bars - 5 Ct,3.99
1460,Maybelline Colorsensational High Shine Lip Gloss Glisten Up Pink 20,4.99
1461,Dr. Miracle's "feel It" Formula Protection Styler Acai Thermal,5.99
1462,Kellogg's Cereal Krave Chocolate,6.99
1463,Purell Advanced Hand Sanitizer Sweet Papaya Mango,7.99
1464,Brut Splash-on Classic Scent,9.99
1465,Huggies Pull-ups Learning Designs Disney Princess Size 2t-3t Training Pants - 58 Ct,8.99
1466,Herr's Potato Chips Barbecue,12.99
1467,"Rising Moon Organics Ravioli Basil, Asiago & Pine Nut Pesto",13.01
1468,Sara Lee Oven Roasted Turkey Breast,15.66
1469,Betty Crocker Cupcake Icing Ivy Green,25
1470,Sans Sucre Brownie Mix Chocolate Fudge Sugar Free,34.54
1471,Nabisco Teddy Grahams Honey Maid Graham Snacks Strawberry Banana,37
1472,Snapple Pomegranate Raspberry Red Tea- 12 Pk,1.99
1473,Palmer's Cocoa Butter Formula Lip Butter Wild Mixed Berry,2.75
1474,Lay's Potato Chips Garden Tomato & Basil,3.99
1475,Wright Naturally Hickory Smoked Bacon,4.99
1476,Goody Doublewear 2 In 1 Ponytailer Bracelet,5.99
1477,Kellogg's Corn Pops Cereal,6.99
1478,"Sunshine Cheez-it Asiago, Colby And Romano Baked Snack Crackers - 3 Pouch",7.99
1479,Burt's Bees Radiance Natural Lip Shimmer,9.99
1480,Mogen David Blackberry Red Wine,8.99
1481,Libman Scrubster Mop,12.99
1482,Brach's Greek Yogurt Granola Bites Strawberry,13.01
1483,Stonyfield Organic Blends Yogurt Blueberry Fat Free,15.66
1484,Alessi Garlic Breadsticks,25
1485,Aunt Jemima Lite Syrup,34.54
1486,Yogi Healthy Skin Cinnamon Vanilla Tea Bags - 16 Ct,37
1487,Victoria Fancy Giardeniera,1.99
1488,Lakewood Organic Pure Pineapple Juice,2.75
1489,Health Valley Broth Chicken No Salt Added,3.99
1490,Softsoap Moisturizing Hand Soap Refill Soothing Aloe Vera,4.99
1491,American Farmer Foxy Pop Popped Corn Sea Salt,5.99
1492,Campbell's Chunky Creamy Chicken & Dumplings Soup,6.99
1493,Arm & Hammer Truly Radiant Whitening & Enamel Strengthening Toothpaste Fresh Mint,7.99
1494,Huggies Pull-ups Training Pants Night Time Disney Design 2t-3t - 48 Ct,9.99
1495,Head & Shoulders Men Active Sport Dandruff Shampoo,8.99
1496,Ahold Kale Greens,12.99
1497,Pepperidge Farm Classic Cookie Favorites,13.01
1498,Applegate Naturals Pepperoni Uncured,15.66
1499,Nature's Promise Naturals Italian Style Wedding Soup,25
1500,Purina Chef Michael's Grilled Sirloin Steak Flavor Dog Food,34.54
1501,Litehouse Freeze-dried Spring Onion,37
1502,Beyond Gourmet Cone Style #2 Coffee Filters Unbleached - 100 Ct,1.99
1503,Kushyfoot Knee Highs Opaque Black - 2 Pair,2.75
1504,Cat Cora's Kitchen Snack Pack Olives Pitted Green,3.99
1505,Tuscan Dairy Farms 2% Reduced Fat Milk,4.99
1506,Schick St2 Slim Twin Fitstyle For Him Vitamin E Lanolin Aloe Value Size Razors - 12 Ct,5.99
1507,Minute Premium Rice,6.99
1508,Voortman Vanilla Wafer Cookies,7.99
1509,Mennen Speed Stick Antiperspirant Deodorant Pro Clean,9.99
1510,Earth's Best Stage 1 First Pears,8.99
1511,5-hour Energy Extra Strength Berry Liquid Energy Shot,12.99
1512,Beefeaters Chicken Tops Rawhide Dog Treats - 30 Ct,13.01
1513,Kiss Strip Lash Adhesive With Aloe Black,15.66
1514,Goody's Extra Strength Headache Powders - 6 Ct,25
1515,Radishes Organic,34.54
1516,Ahold Wheat Sandwich Bread,37
1517,Sally Hansen Nail Color Dryer Dry Kwik Corrector 3097,1.99
1518,Ahold Cavatelle Ricotta,2.75
1519,Tecnu Original Outdoor Skin Cleanser,3.99
1520,Walgreens Creamy Vanilla Complete Nutritional Shake Plus - 6 Pk,4.99
1521,Cat's Pride Fresh & Light Quick Action Scented Multi-cat Scoop Litter,5.99
1522,Nabisco Winter Oreo Red Creme Cookies,6.99
1523,Hanover Blackeye Peas,7.99
1524,Green Giant Valley Fresh Steamers Pasta And Vegetables With Alfredo Sauce,9.99
1525,Little Noses By Little Remedies Non-medicated Saline Spray/drops,8.99
1526,Old Spice High Endurance Pure Sport Scent Men's Body Wash 18 Fl Oz,12.99
1527,L'oreal Paris Superior Preference Fade-defying Color + Shine System 5mb Medium Auburn/warmer,13.01
1528,Seventh Generation Baby Free & Clear Overnight Diapers Size 4 - 24 Ct,15.66
1529,Betty Crocker Cupcake Icing Rose Red,25
1530,Dannon Danimals Double Crushcup Straw-banana-rama Lowfat Yogurt Cups - 4 Ct,34.54
1531,Ahold Macaroni Cavatappi,37
1532,Solo Premium Marzipan,1.99
1533,Slade Gorton Fresh Tomato & Basil Cod,2.75
1534,Sparkling Ice Peach Nectarine,3.99
1535,Ge Energy Efficient Soft White 53 Watt General Purpose Halogen Bulbs - 4 Ct,4.99
1536,East Coast Fresh Julienne Pepper Mix,5.99
1537,Gnu Foods Flavor & Fiber Chocolate Brownie Bar,6.99
1538,Companion Adjustable Dog Collar From 6-8'' Toy Size,7.99
1539,Fleischmann's Simply Homemade No Knead Bread Mix Stoneground Wheat,9.99
1540,Dannon Fruit On The Bottom Lowfat Yogurt Blueberry - 4 Ct,8.99
1541,Cabot Vermont Style Cottage Cheese With Vitamin D,12.99
1542,Sun-bird Seasoning Mix Bourbon Chicken,13.01
1543,Kerrygold Naturally Softer Pure Irish Butter,15.66
1544,Dickinson's Creme Curd Vanilla,25
1545,Snapple Juice Drink Kiwi Strawberry - 12 Pk,34.54
1546,Tostitos Bite Size Tortilla Chips,37
1547,Hartz Dentist's Best Dental Rawhide Chew With Denta Shield Beef Flavored Large Dogs,1.99
1548,Schick Quattro Titanium Sensitive Razor - 3 Ct,2.75
1549,Doctor's Best 5-htp Enhanced With Vitamins B6 & C Veggie Caps - 120 Ct,3.99
1550,Bookbinder's Snapper Ready To Serve Soup,4.99
1551,Bionaturae Organic Apricot Nectar,5.99
1552,Mccormick Pure Anise Extract,6.99
1553,Joy Ice Cream Cups - 24 Ct,7.99
1554,Nissin Top Ramen Soup Short Cuts Beef Flavor,9.99
1555,Russell Stover Fine Chocolates French Chocolate Mints,8.99
1556,Fiber One Soft-baked Cookies Chocolate Chunk - 6 Ct,12.99
1557,Purina Beneful Healthy Smile Dental Dog Snacks Twists Sm/med - 10 Ct,13.01
1558,Gorton's Grilled Tilapia Lemon Peppercorn - 2 Ct,15.66
1559,Herr's Extra Crunchy Kettle Cooked Potato Chips Chipotle,25
1560,Annie's Naturals Organic Papaya Poppy Seed Dressing,34.54
1561,Playtex Nurser Naturalatch Silicone Nipples 0-3m+,37
1562,Benadryl Allergy Ultratabs - 48 Ct,1.99
1563,Hartz Crunch 'n Clean With Dentashield Cravin' Flavors All Size Dog Biscuits,2.75
1564,Hth Super Advanced Formula 3" Chlorinating Tablets,3.99
1565,Edward & Sons Organic Breadcrumbs Lighty Salted,4.99
1566,Applegate Naturals Turkey Bacon All Natural Whole Thigh Meat Uncured,5.99
1567,Jaume Serra Cristalino Cava Brut - 12 Ct,6.99
1568,Wd-40 Smart Straw Lubricant Spray,7.99
1569,Clean & Clear Advantage 3 In 1 Foaming Acne Wash,9.99
1570,Delallo 100% Italian Extra Virgin Olive Oil,8.99
1571,Clorox Gentlebleach Soft Scent,12.99
1572,Hershey's Sugar Free Genuine Chocolate Flavor Syrup,13.01
1573,Careone Mucus-er 600mg Extended-release Tablets - 20 Ct,15.66
1574,Mccormick Grill Mates Montreal Steak Marinade,25
1575,Virginia Diner Gourmet Salted Deluxe Nut Mix,34.54
1576,Larabar Apple Pie Bars - 5 Ct,37
1577,Kraft Miracle Whip Dressing Original,1.99
1578,Sally Hansen Salon Effects 170 Squeezed Nail Polish Strips,2.75
1579,Gatorade Prime 01 Pre-game Fuel Orange,3.99
1580,Robert Rothschild Farm Buffalo Bleu Cheese Dip,4.99
1581,Alberto V05 Hair Spray Brush Out,5.99
1582,Mr & Mrs T Original Bloody Mary Mix - 4 Pk,6.99
1583,Kraft Stove Top Stuffing Mix Savory Herbs,7.99
1584,Gourmet Garden Parsley Paste,9.99
1585,Farberware Course Flat Grater,8.99
1586,Wixon's Whoopie Pie Peanut Butter,12.99
1587,Post-it Notes Super Sticky Jewel Pop - 4 Pk,13.01
1588,Pamela's Sugar Cookie Mix Gluten-free Wheat-free Non-dairy,15.66
1589,Revlon Nail Enamel 912 Posh Pink,25
1590,Delgrosso Traditional Pizza Sauce Pepperoni Flavored,34.54
1591,Ahold Caramel Coconut Fudge Cookies,37
1592,Libman Culinary Brush,1.99
1593,Clif Kid Peanut Butter Z Bar Organic - 6 Ct,2.75
1594,Waterpik Waterflosser + Sonic Toothbrush,3.99
1595,Ziploc Freezer Quart Bags Double Zipper Economy Pack - 52 Ct,4.99
1596,Graeter's Chocolate Chocolate Chip Ice Cream,5.99
1597,Nuun Active Hydration Lemon-lime - 4 Ct,6.99
1598,Betty Crocker Sweet Potato Pouches - 2 Ct,7.99
1599,Cosmo's Marinated Mushrooms,9.99
1600,Kit Kat Crisp Wafers Snack Size Orange-colored Halloween Treats,8.99
1601,Nutri-vet Wild Alaskan Salmon Oil For Dogs,12.99
1602,Softsoap Decor Collection Liquid Hand Soap Peony & Plum,13.01
1603,Odom's Tennessee Pride Country Sausage Mild,15.66
1604,R.w. Knudsen Juice Just Blueberry,25
1605,Our Family Buttermilk Complete Pancake & Waffle Mix,34.54
1606,Lipton Pureleaf Diet Peach Iced Tea,37
1607,Companion Mega-bone Minis Small Dog Treats,1.99
1608,Van's Natural Foods Power Grains Waffles - 6 Ct,2.75
1609,Nylabone Daily Health Chews Roast Beef Flavor - 2 Ct,3.99
1610,Kidfresh Spaghetti Loops + Meat Sauce,4.99
1611,Eat Smart Brussels Sprouts,5.99
1612,Merkts Sharp Cheddar Cheese Spread,6.99
1613,Mccormick Quesadilla Southwest Chicken Seasoning Mix,7.99
1614,Ahold Cookies Old Fashioned Sugar,9.99
1615,Bolthouse Farms Coffee & Dairy Beverage Mocha Cappuccino,8.99
1616,Ahold Frozen Yogurt Chocolate,12.99
1617,Ghirardelli Chocolate Squares Dark & Raspberry,13.01
1618,Ahold Lemon All Natural Flavored Green Tea Bags- 20 Ct,15.66
1619,Sheba Pate Cat Food Turkey Entree,25
1620,"Plum Organics Mighty 4 Spinach, Kiwi, Barley Greek Yogurt",34.54
1621,Goody Classics Snap Clips - 4 Ct,37
1622,Glade Expressions Fuji Apple & Cardamom Spice Oil Diffuser Refill,1.99
1623,Powerhouse Orange Citrus Multi-purpose Cleaner Wipes - 35 Ct,2.75
1624,Harmony Bay Hazelnut Decaf Ground Coffee,3.99
1625,Poise Hot Flash Comfort Roll-on Cooling Gel,4.99
1626,Cajun Injector Peanut Frying Oil Blend,5.99
1627,Chex Mix Value Size Sweet 'n Salty Snack Honey Nut,6.99
1628,Comet Bathroom Cleaner,7.99
1629,Sara Lee Bread Honey Wheat,9.99
1630,Zak Fairies 5.5" Round Bowl,8.99
1631,Pictsweet Steam'ables Edamame And Super Sweet Corn,12.99
1632,Victoria Marsala Sauce For Chicken And Veal,13.01
1633,Kleenex Cottonelle Ultra Comfortcare Toilet Paper Mega Rolls - 9 Ct,15.66
1634,Burpee Garden Bean Heavy Hitter,25
1635,Silk Pure Almond Almondmilk Vanilla,34.54
1636,Suave Professionals Natural Infusion Strengthening Light Leave-in Cream With Awapuhi Ginger & Honeysuckle,37
1637,Jennie-o Ground Turkey Lean,1.99
1638,Diamond Walnuts Shelled,2.75
1639,Biazzo Premium Part Skim Ricotta Cheese,3.99
1640,Victoria Italian Veggie Marinara,4.99
1641,Similac Advance Complete Nutrition Infant Formula,5.99
1642,Amy's Organic Chili With Vegetables Medium,6.99
1643,"Breyers Vanilla, Chocolate, Strawberry Ice Cream",7.99
1644,Opi Nail Lacquer Black Onyx,9.99
1645,Dapple Baby Bottle And Dishwashing Liquid Fragrance Free - 16.9 Fl Oz,8.99
1646,Sunsweet Plumsweets Amazins Diced Dried Plums Dipped In Greek Style Yogurt,12.99
1647,Yocrunch Lowfat Yogurt Snack Cups With Dove Dark Chocolate Pieces Vanilla - 4 Ct,13.01
1648,Quaker Crunchy Oat Cereal Oatmeal Squares,15.66
1649,Sunnyd Citrus Punch Tangy Original,25
1650,Duff Goldman Fondant Buttercream Blue,34.54
1651,Combat Source Kill 5 Roach Bait Stations - 12 Ct,37
1652,Ahold Outdoor Bags Drawstring - 56 Ct,1.99
1653,Rubbermaid Take Alongs Minis - 6 Ct,2.75
1654,Nature's Promise Roast Turkey Breast,3.99
1655,Artskills Quick Letter Pads Neon Paper - 345 Ct,4.99
1656,Crispy Green Crispy Fruit 100% Freeze Dried Pineapple - 6 Ct,5.99
1657,Nabisco Honey Maid Grahamfuls S'mores Filled Crackers - 8 Ct,6.99
1658,Carmex Hydrating Lotion,7.99
1659,Fire & Flavor Turkey Perfect Herb Brining Kit,9.99
1660,Lean Cuisine Market Creations Chicken Margherita,8.99
1661,Purina Beneful Healthy Weight Dog Food,12.99
1662,Klondike Ice Cream Sandwiches Mrs. Fields - 4 Ct,13.01
1663,Ahold Okra Cut,15.66
1664,Farberware Professional Waiter's Corkscrew,25
1665,Polaner Orange Marmalade Sugar Free,34.54
1666,Robitussin Adult Dm Max Non-drowsy Cough & Chest Congestion Syrup,37
1667,Eos Shave Cream Pomegranate Raspberry,1.99
1668,Quaker Granola Bars Big Chewy Sweet & Salty Chocolate & Salted Caramel - 5 Ct,2.75
1669,Libman All-purpose Bucket,3.99
1670,Good & Fruity Soft & Chewy Fruit Candy,4.99
1671,Herr's Tangy Bbq Popped Chips,5.99
1672,Boca Veggie Protein Savory Mushroom Mozzarella Veggie Patties - 4 Ct,6.99
1673,Libby's Corned Beef Hash,7.99
1674,Hartz Home Protection Ultra Training Pads For Dogs And Puppies - 21x21,9.99
1675,Doctor's Best Best Nattokinase Veggie Caps - 90 Ct,8.99
1676,Prince Of Peace 100% Organic Green Tea - 100 Ct,12.99
1677,Rice Dream Rice Drink Original Organic,13.01
1678,Palmer's Skin Success Eventone Complexion Soap With Vitamin E,15.66
1679,Bakery On Main Gluten Free Granola,25
1680,Nature Made D3 1000iu + C 500mg With Zinc Dietary Supplement Caplets - 90 Ct,34.54
1681,Bell-view Cherry Pepper Slices Hot & Sweet,37
1682,Iams Proactive Health Original With Chicken Adult 1-6 Years Premium Cat Nutrition,1.99
1683,Ahold Flavored Sparkling Water Beverage Black Raspberry,2.75
1684,Ge Decorative Soft White 40 Watt Ceiling Fan Light Bulb,3.99
1685,Goody Girls Elastics - 14 Ct,4.99
1686,Brownberry Whole Grains 12 Grain Bread,5.99
1687,Green Giant Steamers Cauliflower & Cheese Sauce,6.99
1688,Stonyfield Organic Yokids Organic Lowfat Yogurt Strawberry & Banana Strawberry - 6 Ct,7.99
1689,L'oreal  Paris Hair Expertise Everpure Volume Conditioner,9.99
1690,Papa Nicholas Coffee Ground Special House Blend Light,8.99
1691,Keebler Filled Pretzel Bites Pouches Peanut Butter & White Fudge - 5 Ct,12.99
1692,Dean's Milk 1 % Lowfat,13.01
1693,Lipton Green Tea Bags - 40 Ct,15.66
1694,Kellogg's Rice Krispies Treats Buttery Toffee - 8 Ct,25
1695,Pantene Pro-v Curly Hair Style Curl Defining Hair Mousse 6.6 Oz,34.54
1696,Smucker's Uncrustables Peanut Butter & Honey Spread Sandwich On Whole Wheat - 4 Ct,37
1697,Mead Trapper College Ruled 80 Sheets,1.99
1698,Nature's Promise Organics Whole Milk,2.75
1699,Taliah Waajid Total Body Black Earth Shampoo,3.99
1700,L'eggs Everyday Regular Pantyhose B Sheer Toe Off Black - 4 Ct,4.99
1701,Lawry's Original Seasoned Salt Marinade,5.99
1702,Peak 50/50 Prediluted Antifreeze + Coolant,6.99
1703,Wet N Wild Coloricon Eyeshadow Single 352b Brass,7.99
1704,Poligrip Super Comfort Seal Denture Adhesive Strips - 40 Ct,9.99
1705,Band-aid Adhesive Bandages Jake And The Neverland Pirates - 20 Ct,8.99
1706,Delallo Roasted & Minced Garlic,12.99
1707,Ayr Saline With Soothing Aloe Nasal Gel,13.01
1708,Aura Cacia Cedarwood (texas),15.66
1709,Nabisco Ritz Roasted Vegetable Crackers,25
1710,Puffs Plus Lotion With Vicks Scent 2-ply Tissues,34.54
1711,Cottontails Fresh Scent Petroleum Jelly Skin Protectant,37
1712,Dry Idea Advanceddry Powder Fresh Invisible Solid Deodorant,1.99
1713,Welch's Frozen Smoothie Kit Mixed Berry - 2 Ct,2.75
1714,Del Monte Tropical Blend,3.99
1715,Route 11 Hot! Mama Zuma's Habanero Potato Chips,4.99
1716,Centrella Irish Potatoes White Sliced,5.99
1717,Chef Express Boar's Head Pesto Parmesan Italian Submarine Sandwich,6.99
1718,Refresh Liquigel Lubricant Eye Drops Extra Strength,7.99
1719,Del Monte 100% Juice Tropical Fruit Salad,9.99
1720,Gerber 2nd Foods Organic Baby Food Fruit & Grain Apple Mango With Rice & Vanilla,8.99
1721,Earth Friendly Products Everyday Stain & Odor Remover,12.99
1722,Guaranteed Value Tropical Punch Drink Mix,13.01
1723,Creamer Ccnut Frnch Vnla,15.66
1724,Buitoni Chicken Marsala Ravioli,25
1725,Swiss Premium Light Cream,34.54
1726,Attune Foods Uncle Sam Original Toasted Whole Wheat Berry Flakes & Flaxseed Cereal,37
1727,Apple Jazz,1.99
1728,Dove Damage Therapy Daily Treatment Conditioner,2.75
1729,Starburst Original Fruit Chews,3.99
1730,Sylvania Double Life 40 Watt Indoor Ceiling Fan Light Bulbs,4.99
1731,Ahold Soda Black Cherry - 12 Ct,5.99
1732,Apple & Eve Organics 100% Juice Elmo's Punch,6.99
1733,Treasure Treats Cinnamon Imperials,7.99
1734,Virgil's Special Edition Bavarian Nutmeg Root Beer,9.99
1735,Organicgirl Washed Green Onions,8.99
1736,"Ge 3 Grounded Outlet Adapter, Cube Design 15a/125vac White",12.99
1737,Tuscan Dairy Farms Fat Free Milk,13.01
1738,Ahold Cheese Pepper Jack 2% Reduced Fat,15.66
1739,Minute Maid Juices To Go 100% Pure Apple Juice 450 Ml,25
1740,Scotch Duct Tape Pastel Cheetah,34.54
1741,Clif Bar Chocolate Chip Energy Bar - 12 Ct,37
1742,Smart Living Stirrer Straws - 75 Ct,1.99
1743,Kleenex Cottonelle Fresh Care Flushable Cleansing Cloths - 10 Ct,2.75
1744,Fruit2o Flavored Water Beverage Natural Watermelon - 6 Ct,3.99
1745,Clear Scalp & Hair Beauty Therapy Daily Conditioner Total Care,4.99
1746,Campbell's Gourmet Bisques Sweet Potato Tomatillo,5.99
1747,Ground Beef,6.99
1748,Ground Beef,7.99
1749,Mccormick Spaghetti Sauce Mix Thick & Zesty,9.99
1750,Party Essentials Plastic Tablecover Rectangle,8.99
1751,Ahold Single-dose Laundry Detergent Packs Fresh Scent - 16 Ct,12.99
1752,Harissa - Red Pepper Sauce Mild,13.01
1753,Pioneer Brand Country Sausage Flavor Gravy Mix,15.66
1754,Companion Wild Bird Food Wild Finch,25
1755,Heluva Good! Monterey Jack With Jalapeno Cheese,34.54
1756,Our Family 100% Grated Parmesan Cheese,37
1757,Charleston Chews Mini Vanilla Chewy Flavored Chocolate Nougats,1.99
1758,Oreo Chocolate Sandwich Cookies Chocolate Creme,2.75
1759,Finish Quantum Powerball Automatic Dishwasher Detergent - 10 Ct,3.99
1760,Natrol Biotin 5000mcg Tablets Strawberry Flavor - 90 Ct,4.99
1761,Pardoe's Perky Pretzels Pizza Flavored,5.99
1762,Chicken Of The Sea Albacore White Tuna In Water,6.99
1763,Fanta Zero Orange 12 Oz Fridge Pack Soda 12 Pk,7.99
1764,Sprite 12 Oz Cube Lemon-lime Soda 24 Pk,9.99
1765,Nestle Toll House Milk Chocolate Morsels,8.99
1766,Colgate Total Advanced Whitening Toothpaste,12.99
1767,Newman's Own Organics Ginger Mints,13.01
1768,Lifestyle By Royal Crest Flour Sack Super Large Size Solid White 28x38 Kitchen Towel - 2 Pk,15.66
1769,Doctor's Best Best Alpha-lipoic Acid 600 Veggie Caps - 60 Ct,25
1770,Ahold Fruit Cocktail In Pear Juice,34.54
1771,Kellogg's Pop-tarts Blueberry Unfrosted Toaster Pastries - 8 Ct,37
1772,Safehands Alcohol Free Hand Sanitizer Fragrance Free,1.99
1773,Centrella Fat Free Milk,2.75
1774,Careone Foam Bath Vanilla Chamomile,3.99
1775,Sabra Tahini Hummus Family Size,4.99
1776,Mr. Clean Magic Eraser Butterfly Mop Refill,5.99
1777,Birds Eye Steamfresh Chef's Favorites Lightly Seasoned Southwestern Style Rice,6.99
1778,Nabisco Newtons 100% Whole Grain Fruit Chewy Cookies Baked Apple & Cinnamon,7.99
1779,Nature's Promise Naturals Tomato & Roasted Red Pepper Soup,9.99
1780,Saffron Road Lamb Saag With Basmati Rice,8.99
1781,"Ge Night Light, Led Waterfall Design Plastic Always On",12.99
1782,Aveeno Active Naturals Pure Renewal Sulfate-free Conditioner,13.01
1783,Doritos Fiery Habanero Flavored Tortilla Chips,15.66
1784,Poise Pads Ultra Thin Light 10,25
1785,Cape Cod All Natural Sea Salt & Vinegar Kettle Cooked Potato Chips,34.54
1786,Dentek Slim Brush Ultra Thin Soft Brush Cleaners - 32 Ct,37
1787,Hartz Trail Mix For Small Animals,1.99
1788,Nabisco Chips Ahoy! Chocolate Chip Cookies,2.75
1789,Lean Cuisine Simple Favorites Chicken Fried Rice,3.99
1790,Tums Extra Strength 750 Assorted Tropical Fruit Antacid/calcium Supplement Chewable Tablets - 96 Ct,4.99
1791,Oral-b Pro-health Clinical Pro-flex Medium Toothbrush 1 Count,5.99
1792,Doctor's Best Best Collagen Types 1 & 3 500mg Capsules - 240 Ct,6.99
1793,Alka-seltzer Plus Cold Cherry Burst - 20 Ct,7.99
1794,Campbell's Skillet Sauces Scampi,9.99
1795,Williams Country Store Vegetable Beef Flavored 35% Less Sodium Home Style Soup Mix,8.99
1796,Huggies Overnite Diapers Step 6 Big Pack 44,12.99
1797,Kiss Stamping Nail Art Kit,13.01
1798,Breyers Blasts! Frozen Dairy Dessert Waffle Cone With Chocolately Chips,15.66
1799,Vitron-c High Potency Iron Dietary Supplement - 60 Ct,25
1800,Redmond Real Salt Kosher Salt,34.54
1801,Halls Menthol Cough Suppresant/oral Anesthetic Sugar Free Drops Honey-berry Flavor - 25 Ct,37
1802,Flavrz Lemon Lime Organic Drink Mix Pouches - 6 Ct,1.99
1803,Daisy Pure & Natural Sour Cream,2.75
1804,Ahold Quick Grits,3.99
1805,Natrol Biotin 1000mcg Cherry Fast Dissolve Dietary Supplement Tablets - 90 Ct,4.99
1806,Dannon Light & Fit Greek Nonfat Yogurt Vanilla,5.99
1807,Campbell's Healthy Request Cream Of Chicken Condensed Soup,6.99
1808,Careone Stool Softener Softgels - 25 Ct,7.99
1809,Stride Shaun White Whitemint Sugarfree Gum,9.99
1810,Proctor Silex Durable Blender,8.99
1811,Weight Watchers Ice Cream Bars Dark Chocolate Raspberry - 12 Ct,12.99
1812,L'oreal Paris Youth Code Serum Corrector Daily Treatment,13.01
1813,Frito Lay Sunflower Seeds,15.66
1814,Ahold Soda Lemon-lime Caffeine Free - 12 Ct,25
1815,Kool-aid Bursts Cherry Flavor Soft Drink - 6 Ct,34.54
1816,Friendly's Celebration Chocolate Cake With Vanilla Premium Ice Cream Cup Cakes - 6 Pack,37
1817,Reynolds 75 Sq Ft Plastic Coated Freezer Paper,1.99
1818,Margaret Holmes Seasoned Pinto Beans,2.75
1819,Disney Pixar Lightning Mcqueen Petite Potty,3.99
1820,7up Ten Lemon Lime Soda,4.99
1821,Careone Cough Drops Strawberry - 30 Ct,5.99
1822,Wardley Goldfish Poisson Rouges Flake Food,6.99
1823,Nature's Bounty Your Life Multi Prenatal Multivitamin/multimineral Specialty Formula Softgels - 60 Ct,7.99
1824,Home Profiles 8x10 Picture Frame Black,9.99
1825,Purina Beneful Baked Delights Heartfuls With Apple Flavored Filling And Real Bacon,8.99
1826,Ge Energy Smart Soft White 26 Watt - 4 Ct,12.99
1827,Kellogg's Special K Protein Cafe-inspired Shakes Vanilla Cappuccino - 4 Ct,13.01
1828,Nature's Way Nettle Leaf 435mg Capsules - 100 Ct,15.66
1829,Gatorade G Series Perform 02 Berry Thirst Quencher - 6 Pk,25
1830,Bar Harbor Fish Stock,34.54
1831,Hood Red Sox Ice Cream Comeback Caramel,37
1832,Burpee Tomato Queen Of Hearts Hybrid Organic,1.99
1833,Simply Enjoy Roasted Garlic Pasta Sauce,2.75
1834,Nylabone Daily Dental Kissin' Breath! Natural Chews - 10 Ct,3.99
1835,Mid's Pizza Sauce,4.99
1836,V8 Original 100% Vegetable Juice,5.99
1837,L'oreal Paris Bb Cream Illuminator Light,6.99
1838,Jif Creamy Peanut Butter - 2 Ct,7.99
1839,Goody Smooth Finish Woodgrain Professional Brush,9.99
1840,Libman Tile & Tub Scrub,8.99
1841,Nature's Baby Organics Shampoo & Body Wash Vanilla Tangerine,12.99
1842,Moorenko's Ice Cream Vanilla,13.01
1843,Krinos Kalamata Olives Pitted,15.66
1844,Ez Foil By Hefty 2 Casserole Pans,25
1845,Hometown Bagel Chicago Style Bagel Chips Everything,34.54
1846,Cabot Hand Selected Premium Cheddar Cheese Smoky Bacon,37
1847,Mario Batali Pasta Roman Rigatoni,1.99
1848,Martinson Donut Shop Blend Light Roast Coffee Capsules - 12 Ct,2.75
1849,Philadelphia Cream Cheese Original Individual Pouches - 5 Ct,3.99
1850,Friendly's Jim Dandy Sundae Ice Cream,4.99
1851,Depend For Women Fit-flex Underwear Large - 19 Ct,5.99
1852,Sunkist Orange Soda,6.99
1853,Covergirl Eye Enhancers 750 Mink,7.99
1854,Cook's Quartered Bone-in Hickory Smoked Honey Ham With Glaze Packet Spiral Sliced,9.99
1855,Maybelline Expert Wear Twin Brow & Eye Pencils 104 Light Brown - 2 Ct,8.99
1856,Corn Huskers Lotion Heavy Duty Hand Treatment,12.99
1857,Clr Bath & Kitchen Daily Multi-surface Cleaner Fresh Scent,13.01
1858,Daiya Deliciously Dairy Free Cheddar Style Shreds,15.66
1859,Sambazon Original Acai Juice Organic,25
1860,Companion De-shedding & Massaging Glove For Dogs And Cats,34.54
1861,Canine Carry Outs Chew-lotta Dog Snack - 2 Ct,37
1862,Flix Candy Gummy Bands Valentine's Treats Card Packs - 18 Ct,1.99
1863,Wonka Chewy Spree Candy,2.75
1864,Ahold Sauerkraut,3.99
1865,Libman Easy Grip Power Scrubber,4.99
1866,Evergreen Bunches Door Swag Noble Fir Cedar Juniper & Pine Cones,5.99
1867,Eas Myoplex Lite Strawberry Cream Shakes - 4 Ct,6.99
1868,Maple Grove Farms Of Vermont Lite Dressing Caesar,7.99
1869,Trubiotics Daily Probiotic Supplement Smoothmint Chews - 28 Ct,9.99
1870,Mccormick Cinnamon Extract,8.99
1871,Mighty Oats Instant Super Cereal Wild Blueberries & Cinnamon - 3 Ct,12.99
1872,Greenshield Organic Liquid Laundry Detergent Lavender Scent 50 Loads,13.01
1873,Flipz Chocolate Mint Covered Pretzels,15.66
1874,Ice Mountain Aqua Pod 100% Natural Spring Water - 8 Ct,25
1875,Olive Oil Organic Root Stimulator Built-in Protection Normal No-lye Relaxer System,34.54
1876,Newman's Own Organics Cinnamon Mints Hot,37
1877,Depend Underwear Maximum Absorbency Extra Lg For Men 16,1.99
1878,Ahold Tomato Ketchup,2.75
1879,Kind Fruit & Nut Delight Snack Bar,3.99
