LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),LOCATION Latitude : ,LOCATION Longitude : ,YYYY-MO-DD HH-MI-SS_SSS,Annotation,,
1.9601,-0.8101,-1.4113,49.277264,7.033313,2019-05-29 12:06:06:325,,,
0.7124,0.4111,-0.3605,49.277264,7.033313,2019-05-29 12:06:06:424,,,
0.2453,1.0747,-0.3411,49.277264,7.033313,2019-05-29 12:06:06:527,,,
-1.3603,-1.3574,2.0562,49.277264,7.033313,2019-05-29 12:06:06:625,,,
0.5324,-1.7756,-0.3107,49.277264,7.033313,2019-05-29 12:06:06:725,,,
0.4174,-1.4012,-4.0171,49.277264,7.033313,2019-05-29 12:06:06:824,,,
0.775,-0.5853,4.0907,49.277264,7.033313,2019-05-29 12:06:06:925,,,
-0.3965,-0.8335,-0.2205,49.277264,7.033313,2019-05-29 12:06:07:024,,,
0.5634,-0.7455,3.9656,49.277264,7.033313,2019-05-29 12:06:07:125,,,
1.5698,0.3161,-2.583,49.277264,7.033313,2019-05-29 12:06:07:225,,,
-0.566,0.3167,-2.2998,49.277264,7.033313,2019-05-29 12:06:07:324,,,
-0.3253,0.7252,1.4632,49.277264,7.033313,2019-05-29 12:06:07:424,,,
-0.4593,-1.1396,3.1057,49.277264,7.033313,2019-05-29 12:06:07:525,,,
1.2166,-1.8364,0.0935,49.277264,7.033313,2019-05-29 12:06:07:625,,,
0.8198,-1.2852,-3.027,49.277264,7.033313,2019-05-29 12:06:07:725,,,
1.4694,-0.6392,-1.7747,49.277264,7.033313,2019-05-29 12:06:07:824,,,
1.8572,-1.149,0.3928,49.277264,7.033313,2019-05-29 12:06:07:924,,,
1.7124,-0.6584,7.0073,49.277264,7.033313,2019-05-29 12:06:08:024,,,
3.0367,0.4888,-0.2468,49.277264,7.033313,2019-05-29 12:06:08:125,,,
1.4787,0.8924,-1.2161,49.277264,7.033313,2019-05-29 12:06:08:225,,,
-2.6482,-0.7531,-0.1607,49.277264,7.033313,2019-05-29 12:06:08:327,,,
0.505,1.419,-0.5541,49.277264,7.033313,2019-05-29 12:06:08:425,,,
1.2789,-2.0932,-0.5983,49.277264,7.033313,2019-05-29 12:06:08:525,,,
0.4587,-0.2108,-0.8145,49.277264,7.033313,2019-05-29 12:06:08:625,,,
0.1337,0.0617,0.639,49.277264,7.033313,2019-05-29 12:06:08:728,,,
-1.0273,0.8233,-0.523,49.277264,7.033313,2019-05-29 12:06:08:825,,,
-2.1683,-0.1502,3.4858,49.277264,7.033313,2019-05-29 12:06:08:924,,,
-0.4063,0.5203,-1.8257,49.277264,7.033313,2019-05-29 12:06:09:027,,,
-2.625,0.4381,-3.2166,49.277264,7.033313,2019-05-29 12:06:09:124,,,
-4.0349,0.197,0.8412,49.277264,7.033313,2019-05-29 12:06:09:225,,,
-2.3872,-0.3084,1.6454,49.277264,7.033313,2019-05-29 12:06:09:325,,,
1.5042,-2.3396,-1.5415,49.277264,7.033313,2019-05-29 12:06:09:425,,,
-1.1056,-3.2474,-0.2346,49.277264,7.033313,2019-05-29 12:06:09:525,,,
-1.5806,-1.2156,3.0333,49.277264,7.033313,2019-05-29 12:06:09:624,,,
1.012,0.064,-0.2119,49.277264,7.033313,2019-05-29 12:06:09:725,,,
1.181,0.548,-2.8983,49.277264,7.033313,2019-05-29 12:06:09:825,,,
-1.2472,-0.9657,1.5598,49.277264,7.033313,2019-05-29 12:06:09:924,,,
-4.1345,1.1364,-0.9001,49.277264,7.033313,2019-05-29 12:06:10:024,,,
-2.2405,-0.2974,0.5015,49.277264,7.033313,2019-05-29 12:06:10:125,,,
-2.9503,-2.4846,2.9841,49.277264,7.033313,2019-05-29 12:06:10:225,,,
-0.7876,-2.0625,0.1569,49.277264,7.033313,2019-05-29 12:06:10:325,,,
-0.5412,-2.1331,-1.6018,49.277264,7.033313,2019-05-29 12:06:10:425,,,
-0.6674,-1.829,1.7278,49.277264,7.033313,2019-05-29 12:06:10:525,,,
-1.4547,-3.0167,4.8672,49.277264,7.033313,2019-05-29 12:06:10:624,,,
-3.0516,-2.1603,0.9705,49.277264,7.033313,2019-05-29 12:06:10:724,,,
-4.601,-3.8809,2.453,49.277264,7.033313,2019-05-29 12:06:10:825,,,
-1.3891,-4.4512,2.9147,49.277264,7.033313,2019-05-29 12:06:10:925,,,
-0.8616,-3.0364,-1.0314,49.277264,7.033313,2019-05-29 12:06:11:025,,,
0.1992,-2.7076,-1.4435,49.277264,7.033313,2019-05-29 12:06:11:124,,,
-0.2902,-2.6706,-1.5446,49.277264,7.033313,2019-05-29 12:06:11:225,,,
-0.6647,2.0153,2.6698,49.277264,7.033313,2019-05-29 12:06:11:325,,,
1.8653,-0.0405,3.8303,49.277264,7.033313,2019-05-29 12:06:11:424,,,
6.4508,-0.3825,-2.8152,49.277264,7.033313,2019-05-29 12:06:11:525,,,
4.7123,-0.4757,2.0352,49.277264,7.033313,2019-05-29 12:06:11:625,,,
-2.828,0.7239,-1.5609,49.277264,7.033313,2019-05-29 12:06:11:724,,,
-3.3544,0.6642,-0.2248,49.277264,7.033313,2019-05-29 12:06:11:825,,,
-0.3626,1.7548,-0.2887,49.277264,7.033313,2019-05-29 12:06:11:925,,,
-0.5088,-2.7385,2.4308,49.277264,7.033313,2019-05-29 12:06:12:025,,,
2.3209,-2.8185,3.4539,49.277264,7.033313,2019-05-29 12:06:12:124,,,
1.7829,-0.542,-4.0015,49.277264,7.033313,2019-05-29 12:06:12:225,,,
2.1173,-1.0213,1.1157,49.277264,7.033313,2019-05-29 12:06:12:325,,,
1.4981,-0.5238,-4.087,49.277264,7.033313,2019-05-29 12:06:12:424,,,
-0.9661,0.4843,-0.3636,49.277264,7.033313,2019-05-29 12:06:12:524,,,
0.0408,0.7895,2.1464,49.277264,7.033313,2019-05-29 12:06:12:625,,,
-0.1276,-1.7844,1.0336,49.277264,7.033313,2019-05-29 12:06:12:724,,,
2.1068,0.0069,-0.5304,49.277264,7.033313,2019-05-29 12:06:12:825,,,
0.9811,-1.2167,-0.0888,49.277264,7.033313,2019-05-29 12:06:12:924,,,
1.4276,-0.8856,-1.4264,49.277264,7.033313,2019-05-29 12:06:13:025,,,
0.5668,-0.2292,1.9971,49.277264,7.033313,2019-05-29 12:06:13:125,,,
-0.6222,-1.2585,0.3004,49.277264,7.033313,2019-05-29 12:06:13:225,,,
-3.4533,-1.286,-2.2847,49.277264,7.033313,2019-05-29 12:06:13:325,,,
-2.6893,-0.9444,0.8068,49.277264,7.033313,2019-05-29 12:06:13:425,,,
-4.1983,1.7041,-1.9245,49.277264,7.033313,2019-05-29 12:06:13:525,,,
-3.8153,-0.307,2.9886,49.277264,7.033313,2019-05-29 12:06:13:625,,,
-3.7825,-4.4977,1.8097,49.277264,7.033313,2019-05-29 12:06:13:725,,,
-1.4867,-2.4044,-1.1546,49.277264,7.033313,2019-05-29 12:06:13:825,,,
0.5378,-1.7315,0.763,49.277264,7.033313,2019-05-29 12:06:13:925,,,
0.3518,-1.5869,3.9826,49.277264,7.033313,2019-05-29 12:06:14:025,,,
1.1599,1.1328,1.0524,49.277264,7.033313,2019-05-29 12:06:14:126,,,
1.0496,-0.3185,0.1,49.277264,7.033313,2019-05-29 12:06:14:224,,,
1.4273,-0.4398,-3.7841,49.277264,7.033313,2019-05-29 12:06:14:324,,,
-2.5724,0.9197,1.0423,49.277264,7.033313,2019-05-29 12:06:14:425,,,
-2.481,1.4644,1.4264,49.277264,7.033313,2019-05-29 12:06:14:524,,,
-1.8804,-2.1604,0.2953,49.277264,7.033313,2019-05-29 12:06:14:624,,,
-0.0172,-1.0173,-0.6284,49.277264,7.033313,2019-05-29 12:06:14:725,,,
0.1093,-1.8425,-0.2538,49.277264,7.033313,2019-05-29 12:06:14:825,,,
0.4867,-0.2407,2.1854,49.277264,7.033313,2019-05-29 12:06:14:924,,,
0.1996,0.7511,1.6641,49.277264,7.033313,2019-05-29 12:06:15:025,,,
1.4725,-0.837,2.5853,49.277264,7.033313,2019-05-29 12:06:15:126,,,
0.7208,-2.1228,-0.1067,49.277264,7.033313,2019-05-29 12:06:15:225,,,
0.6108,1.6803,-0.8794,49.277264,7.033313,2019-05-29 12:05:36:069,1,,
0.4438,2.3633,-0.7302,49.277264,7.033313,2019-05-29 12:05:36:169,,,
0.4512,3.1129,1.1804,49.277264,7.033313,2019-05-29 12:05:36:268,,,
-0.7926,0.4636,1.7972,49.277264,7.033313,2019-05-29 12:05:36:369,,,
-0.722,-0.5286,0.2499,49.277264,7.033313,2019-05-29 12:05:36:468,,,
-0.2598,-2.0629,-0.3316,49.277264,7.033313,2019-05-29 12:05:36:568,,,
0.0645,0.7956,-2.426,49.277264,7.033313,2019-05-29 12:05:36:669,,,
0.644,1.3379,2.2004,49.277264,7.033313,2019-05-29 12:05:36:769,,,
0.911,0.9277,1.3256,49.277264,7.033313,2019-05-29 12:05:36:869,,,
1.295,-0.3487,1.6924,49.277264,7.033313,2019-05-29 12:05:36:968,,,
1.8424,-0.6455,-0.6735,49.277264,7.033313,2019-05-29 12:05:37:068,,,
-0.3456,0.6267,-0.7668,49.277264,7.033313,2019-05-29 12:05:37:169,,,
-0.664,0.8747,0.7191,49.277264,7.033313,2019-05-29 12:05:37:268,,,
-1.0059,-0.289,0.4476,49.277264,7.033313,2019-05-29 12:05:37:369,,,
0.259,-1.2421,-1.9884,49.277264,7.033313,2019-05-29 12:05:37:468,,,
-0.3936,-1.7592,-1.1111,49.277264,7.033313,2019-05-29 12:05:37:569,,,
0.0401,-0.2632,2.2451,49.277264,7.033313,2019-05-29 12:05:37:668,,,
0.355,-0.2157,1.3742,49.277264,7.033313,2019-05-29 12:05:37:771,,,
1.9253,-0.1347,0.5116,49.277264,7.033313,2019-05-29 12:05:37:868,,,
0.9943,0.2552,-1.7528,49.277264,7.033313,2019-05-29 12:05:37:968,,,
-0.2876,0.287,-1.8624,49.277264,7.033313,2019-05-29 12:05:38:069,,,
-1.0093,0.561,-0.1805,49.277264,7.033313,2019-05-29 12:05:38:169,,,
0.4689,0.7308,0.3519,49.277264,7.033313,2019-05-29 12:05:38:269,,,
1.6737,-0.754,0.4298,49.277264,7.033313,2019-05-29 12:05:38:369,,,
0.3377,-0.7328,-3.48,49.277264,7.033313,2019-05-29 12:05:38:469,,,
1.3372,0.4948,-0.4273,49.277264,7.033313,2019-05-29 12:05:38:569,,,
0.8991,-0.753,1.6186,49.277264,7.033313,2019-05-29 12:05:38:668,,,
1.0415,1.4789,-0.2657,49.277264,7.033313,2019-05-29 12:05:38:768,,,
3.0832,-0.4803,-1.4272,49.277264,7.033313,2019-05-29 12:05:38:869,,,
2.394,-2.4739,-0.9949,49.277264,7.033313,2019-05-29 12:05:38:969,,,
0.3042,-0.4663,1.0208,49.277264,7.033313,2019-05-29 12:05:39:069,,,
-1.9677,-1.5457,0.6158,49.277264,7.033313,2019-05-29 12:05:39:169,,,
2.3309,0.6612,-0.1746,49.277264,7.033313,2019-05-29 12:05:39:268,,,
0.5472,-1.1322,0.3674,49.277264,7.033313,2019-05-29 12:05:39:368,,,
-0.058,0.8156,-1.5858,49.277264,7.033313,2019-05-29 12:05:39:469,,,
-0.0919,0.8147,0.4129,49.277264,7.033313,2019-05-29 12:05:39:569,,,
-0.7831,0.6674,2.1864,49.277264,7.033313,2019-05-29 12:05:39:668,,,
0.1952,0.2934,-0.0338,49.277264,7.033313,2019-05-29 12:05:39:768,,,
0.0958,0.6267,-1.5848,49.277264,7.033313,2019-05-29 12:05:39:868,,,
-0.6617,-0.6877,-2.7742,49.277264,7.033313,2019-05-29 12:05:39:968,,,
-2.0455,2.293,1.4534,49.277264,7.033313,2019-05-29 12:05:40:068,,,
-3.179,-0.2774,1.4809,49.277264,7.033313,2019-05-29 12:05:40:170,,,
-2.8453,-1.6247,0.3039,49.277264,7.033313,2019-05-29 12:05:40:268,,,
-2.0096,-1.6192,-0.7825,49.277264,7.033313,2019-05-29 12:05:40:369,,,
-0.433,-0.4123,-1.094,49.277264,7.033313,2019-05-29 12:05:40:469,,,
-0.0598,-0.6298,1.1675,49.277264,7.033313,2019-05-29 12:05:40:569,,,
1.3567,-0.829,4.2065,49.277264,7.033313,2019-05-29 12:05:40:669,,,
0.8149,0.3474,-1.0895,49.277264,7.033313,2019-05-29 12:05:40:769,,,
0.0314,0.7481,-2.1859,49.277264,7.033313,2019-05-29 12:05:40:869,,,
-4.7169,-0.0384,1.8522,49.277264,7.033313,2019-05-29 12:05:40:969,,,
-1.4763,0.0271,3.8277,49.277264,7.033313,2019-05-29 12:05:41:068,,,
-2.2321,-3.9015,4.5015,49.277264,7.033313,2019-05-29 12:05:41:168,,,
-1.6756,-2.6978,-0.9022,49.277264,7.033313,2019-05-29 12:05:41:269,,,
-0.5436,-0.2328,0.1548,49.277264,7.033313,2019-05-29 12:05:41:369,,,
-0.7987,-0.2266,-0.779,49.277264,7.033313,2019-05-29 12:05:41:468,,,
-0.5515,-0.8575,2.2561,49.277264,7.033313,2019-05-29 12:05:41:568,,,
-1.5808,-1.2882,0.8418,49.277264,7.033313,2019-05-29 12:05:41:668,,,
-3.6236,-3.8561,3.0071,49.277264,7.033313,2019-05-29 12:05:41:769,,,
-3.0262,-4.9677,0.1833,49.277264,7.033313,2019-05-29 12:05:41:868,,,
-2.5135,-6.1955,1.5658,49.277264,7.033313,2019-05-29 12:05:41:969,,,
-3.1746,-7.0524,5.7766,49.277264,7.033313,2019-05-29 12:05:42:069,,,
0.9696,-4.2714,2.7267,49.277264,7.033313,2019-05-29 12:05:42:168,,,
-0.3792,-3.281,0.2036,49.277264,7.033313,2019-05-29 12:05:42:269,,,
0.017,-0.6191,-0.9463,49.277264,7.033313,2019-05-29 12:05:42:369,,,
2.5509,0.1973,4.1521,49.277264,7.033313,2019-05-29 12:05:42:471,,,
4.2415,-0.4562,1.3636,49.277264,7.033313,2019-05-29 12:05:42:568,,,
3.7349,-0.167,-1.8472,49.277264,7.033313,2019-05-29 12:05:42:668,,,
2.701,-0.4912,-0.5547,49.277264,7.033313,2019-05-29 12:05:42:769,,,
0.8569,1.1352,-1.9076,49.277264,7.033313,2019-05-29 12:05:42:869,,,
-0.4998,0.734,2.2622,49.277264,7.033313,2019-05-29 12:05:42:968,,,
-0.6443,-0.4596,1.8268,49.277264,7.033313,2019-05-29 12:05:43:068,,,
0.5481,-0.799,-0.6951,49.277264,7.033313,2019-05-29 12:05:43:168,,,
0.1083,-1.8347,-3.291,49.277264,7.033313,2019-05-29 12:05:43:272,,,
0.751,-0.4527,-2.0113,49.277264,7.033313,2019-05-29 12:05:43:369,,,
1.2371,-0.5222,1.0897,49.277264,7.033313,2019-05-29 12:05:43:469,,,
1.4246,-2.0968,4.2524,49.277264,7.033313,2019-05-29 12:05:43:568,,,
2.5753,-0.3679,-4.2761,49.277264,7.033313,2019-05-29 12:05:43:669,,,
-0.7947,0.7867,-1.2832,49.277264,7.033313,2019-05-29 12:05:43:769,,,
-0.9646,0.7905,3.9098,49.277264,7.033313,2019-05-29 12:05:43:871,,,
-0.6718,-1.4243,1.9426,49.277264,7.033313,2019-05-29 12:05:43:970,,,
1.3826,-1.9826,-0.8134,49.277264,7.033313,2019-05-29 12:05:44:068,,,
0.3404,0.5883,0.7801,49.277264,7.033313,2019-05-29 12:05:44:168,,,
-0.1538,-1.1058,1.2709,49.277264,7.033313,2019-05-29 12:05:44:268,,,
0.3711,0.603,2.1953,49.277264,7.033313,2019-05-29 12:05:44:368,,,
-0.7655,-2.0168,3.3979,49.277264,7.033313,2019-05-29 12:05:44:468,,,
-2.8217,0.0826,0.4365,49.277264,7.033313,2019-05-29 12:05:44:569,,,
-5.0396,-1.2106,1.6383,49.277264,7.033313,2019-05-29 12:05:44:668,,,
-4.2588,-1.101,0.3342,49.277264,7.033313,2019-05-29 12:05:44:769,,,
-3.9429,-3.0941,4.8406,49.277264,7.033313,2019-05-29 12:05:44:869,,,
2.3719,-0.851,-0.2919,49.277264,7.033313,2019-05-29 12:05:44:968,,,
0.9333,-0.9244,-0.6514,49.277264,7.033313,2019-05-29 12:05:45:068,,,
1.7076,-0.1384,2.3186,49.277264,7.033313,2019-05-29 12:05:45:168,,,
-1.6125,0.0661,-0.8787,49.277264,7.033313,2019-05-29 12:05:45:269,,,
-1.6323,-0.251,1.3156,49.277264,7.033313,2019-05-29 12:05:45:368,,,
-0.3609,0.9205,-1.458,49.277264,7.033313,2019-05-29 12:05:45:469,,,
-1.2591,-0.9514,0.0664,49.277264,7.033313,2019-05-29 12:05:45:568,,,
1.461,-1.3897,-0.5784,49.277264,7.033313,2019-05-29 12:05:45:669,,,
1.3527,-1.6206,-0.2739,49.277264,7.033313,2019-05-29 12:05:45:768,,,
0.8424,-0.123,-0.5677,49.277264,7.033313,2019-05-29 12:05:45:869,,,
1.4962,0.2956,0.9519,49.277264,7.033313,2019-05-29 12:05:45:969,,,
0.4764,1.7621,-1.0493,49.277264,7.033313,2019-05-29 12:02:46:271,1,,
-0.421,2.2798,0.238,49.277264,7.033313,2019-05-29 12:02:46:370,,,
-0.1168,1.3341,3.1334,49.277264,7.033313,2019-05-29 12:02:46:470,,,
-1.8143,-0.5918,2.0964,49.277264,7.033313,2019-05-29 12:02:46:570,,,
-2.9966,-0.0048,-2.346,49.277264,7.033313,2019-05-29 12:02:46:671,,,
2.6655,0.8027,-1.263,49.277264,7.033313,2019-05-29 12:02:46:770,,,
6.3032,3.3762,-1.2362,49.277264,7.033313,2019-05-29 12:02:46:870,,,
4.9605,-0.4334,5.7975,49.277264,7.033313,2019-05-29 12:02:46:970,,,
0.6406,-1.6191,5.3588,49.277264,7.033313,2019-05-29 12:02:47:071,,,
-2.0737,-4.3739,1.8179,49.277264,7.033313,2019-05-29 12:02:47:170,,,
-1.9252,-2.4251,-1.8739,49.277264,7.033313,2019-05-29 12:02:47:271,,,
-1.3665,-2.1179,0.3595,49.277264,7.033313,2019-05-29 12:02:47:371,,,
-1.9685,-1.6341,2.2705,49.277264,7.033313,2019-05-29 12:02:47:471,,,
4.225,0.8834,-1.1682,49.277264,7.033313,2019-05-29 12:02:47:570,,,
4.7276,1.8208,2.0479,49.277264,7.033313,2019-05-29 12:02:47:670,,,
1.5018,-0.436,2.2861,49.277264,7.033313,2019-05-29 12:02:47:771,,,
-1.0659,-2.5128,1.6016,49.277264,7.033313,2019-05-29 12:02:47:870,,,
-2.9204,-2.1171,-2.4379,49.277264,7.033313,2019-05-29 12:02:47:971,,,
-3.8877,-0.9303,-0.7841,49.277264,7.033313,2019-05-29 12:02:48:070,,,
-5.6168,-2.1024,0.1946,49.277264,7.033313,2019-05-29 12:02:48:171,,,
-4.951,-1.1659,-0.4792,49.277264,7.033313,2019-05-29 12:02:48:271,,,
-2.2498,-0.7727,-1.8036,49.277264,7.033313,2019-05-29 12:02:48:371,,,
2.028,1.3582,-0.0723,49.277264,7.033313,2019-05-29 12:02:48:471,,,
3.7367,0.7599,2.0658,49.277264,7.033313,2019-05-29 12:02:48:571,,,
-1.0355,0.1923,7.4555,49.277264,7.033313,2019-05-29 12:02:48:671,,,
-1.3782,-0.9949,0.6934,49.277264,7.033313,2019-05-29 12:02:48:771,,,
-0.3949,-1.5015,-2.2268,49.277264,7.033313,2019-05-29 12:02:48:871,,,
-2.2814,-1.832,1.305,49.277264,7.033313,2019-05-29 12:02:48:971,,,
-1.2057,-0.6365,0.5039,49.277264,7.033313,2019-05-29 12:02:49:070,,,
-1.6369,-1.1492,0.9167,49.277264,7.033313,2019-05-29 12:02:49:170,,,
2.3,1.0446,-0.8125,49.277264,7.033313,2019-05-29 12:02:49:271,,,
3.6473,3.5299,2.0662,49.277264,7.033313,2019-05-29 12:02:49:374,,,
3.5876,2.6613,2.3512,49.277264,7.033313,2019-05-29 12:02:49:471,,,
-1.1908,-2.1533,2.6413,49.277264,7.033313,2019-05-29 12:02:49:570,,,
-2.0551,-3.0719,-1.5417,49.277264,7.033313,2019-05-29 12:02:49:670,,,
-2.3606,-2.9453,-2.017,49.277264,7.033313,2019-05-29 12:02:49:770,,,
-3.0751,-2.8472,-0.8702,49.277264,7.033313,2019-05-29 12:02:49:871,,,
-2.3076,-2.0748,0.7034,49.277264,7.033313,2019-05-29 12:02:49:971,,,
-0.8175,0.2609,-5.4425,49.277264,7.033313,2019-05-29 12:02:50:071,,,
5.1765,1.9519,0.7439,49.277264,7.033313,2019-05-29 12:02:50:171,,,
5.8924,0.9528,3.9274,49.277264,7.033313,2019-05-29 12:02:50:271,,,
1.4513,-1.8336,3.1212,49.277264,7.033313,2019-05-29 12:02:50:372,,,
-3.1063,-1.0769,0.1689,49.277264,7.033313,2019-05-29 12:02:50:471,,,
-0.7319,-0.4292,-0.6734,49.277264,7.033313,2019-05-29 12:02:50:571,,,
-1.5648,1.1363,0.8371,49.277264,7.033313,2019-05-29 12:02:50:671,,,
-13.6328,1.0293,-0.8485,49.277264,7.033313,2019-05-29 12:02:50:771,,,
-15.6767,-2.8961,7.9381,49.277264,7.033313,2019-05-29 12:02:50:870,,,
-16.1756,-14.0379,23.2729,49.277264,7.033313,2019-05-29 12:02:50:970,,,
-10.8443,-9.8012,12.5082,49.277264,7.033313,2019-05-29 12:02:51:071,,,
3.0536,-2.2769,1.0097,49.277264,7.033313,2019-05-29 12:02:51:171,,,
0.3234,-2.0574,10.2153,49.277264,7.033313,2019-05-29 12:02:51:270,,,
7.7912,-3.8726,-4.9884,49.277264,7.033313,2019-05-29 12:02:51:370,,,
8.1148,-2.0936,-0.6424,49.277264,7.033313,2019-05-29 12:02:51:471,,,
2.7968,-5.7579,3.4369,49.277264,7.033313,2019-05-29 12:02:51:570,,,
1.2149,-7.1048,6.6105,49.277264,7.033313,2019-05-29 12:02:51:671,,,
-0.9029,-3.3657,1.6857,49.277264,7.033313,2019-05-29 12:02:51:770,,,
-2.3952,-0.8458,-3.0885,49.277264,7.033313,2019-05-29 12:02:51:871,,,
-1.1427,-1.7918,1.4763,49.277264,7.033313,2019-05-29 12:02:51:970,,,
-0.1398,0.0169,2.5078,49.277264,7.033313,2019-05-29 12:02:52:070,,,
-1.6251,2.2663,0.0638,49.277264,7.033313,2019-05-29 12:02:52:172,,,
0.6592,2.6922,-0.3455,49.277264,7.033313,2019-05-29 12:02:52:271,,,
-0.3941,1.0103,0.8031,49.277264,7.033313,2019-05-29 12:02:52:371,,,
1.7882,-0.7102,0.6531,49.277264,7.033313,2019-05-29 12:02:52:470,,,
0.1338,-1.4247,0.102,49.277264,7.033313,2019-05-29 12:02:52:571,,,
0.3843,-0.598,-1.5835,49.277264,7.033313,2019-05-29 12:02:52:671,,,
-0.4799,0.5701,0.0527,49.277264,7.033313,2019-05-29 12:02:52:770,,,
-1.3029,0.1046,1.1822,49.277264,7.033313,2019-05-29 12:02:52:870,,,
-1.0021,-0.6415,-2.8717,49.277264,7.033313,2019-05-29 12:02:52:970,,,
0.7439,-0.5003,-0.6106,49.277264,7.033313,2019-05-29 12:02:53:071,,,
1.1906,-0.1174,0.635,49.277264,7.033313,2019-05-29 12:02:53:171,,,
2.1314,0.7331,1.0534,49.277264,7.033313,2019-05-29 12:02:53:271,,,
1.6867,-0.4516,2.6331,49.277264,7.033313,2019-05-29 12:02:53:370,,,
0.3788,-1.738,1.6517,49.277264,7.033313,2019-05-29 12:02:53:471,,,
-0.1997,-0.9231,-0.644,49.277264,7.033313,2019-05-29 12:02:53:571,,,
1.2595,-0.8405,1.2079,49.277264,7.033313,2019-05-29 12:02:53:672,,,
0.1955,-1.1632,2.2825,49.277264,7.033313,2019-05-29 12:02:53:772,,,
0.1152,-0.7488,-0.97,49.277264,7.033313,2019-05-29 12:02:53:870,,,
2.266,-1.2598,-0.2484,49.277264,7.033313,2019-05-29 12:02:53:971,,,
2.3854,-1.1902,-1.3098,49.277264,7.033313,2019-05-29 12:02:54:071,,,
2.8728,-0.5998,3.0409,49.277264,7.033313,2019-05-29 12:02:54:170,,,
0.7478,-0.5817,2.4538,49.277264,7.033313,2019-05-29 12:02:54:271,,,
-0.3275,0.0578,-1.3418,49.277264,7.033313,2019-05-29 12:02:54:370,,,
0.2117,1.5032,2.0812,49.277264,7.033313,2019-05-29 12:02:54:471,,,
-1.121,0.8745,1.3215,49.277264,7.033313,2019-05-29 12:02:54:571,,,
-2.0252,-1.9238,2.3636,49.277264,7.033313,2019-05-29 12:02:54:670,,,
-1.1881,-1.4607,-2.2861,49.277264,7.033313,2019-05-29 12:02:54:771,,,
-0.1104,0.788,-0.612,49.277264,7.033313,2019-05-29 12:02:54:871,,,
0.3756,1.4217,1.3446,49.277264,7.033313,2019-05-29 12:02:54:971,,,
1.0667,0.1817,2.7721,49.277264,7.033313,2019-05-29 12:02:55:071,,,
0.3118,-0.934,2.1225,49.277264,7.033313,2019-05-29 12:02:55:170,,,
-0.8016,-0.38,-2.0026,49.277264,7.033313,2019-05-29 12:02:55:271,,,
-1.5208,0.3487,-0.4159,49.277264,7.033313,2019-05-29 12:02:55:370,,,
-1.4369,0.2288,-0.1787,49.277264,7.033313,2019-05-29 12:02:55:471,,,
-2.7578,0.1554,1.4563,49.277264,7.033313,2019-05-29 12:02:55:571,,,
-3.0599,-0.332,1.5949,49.277264,7.033313,2019-05-29 12:02:55:670,,,
-0.6522,-1.3643,-0.5207,49.277264,7.033313,2019-05-29 12:02:55:771,,,
-0.1191,0.3136,-0.4804,49.277264,7.033313,2019-05-29 12:02:55:871,,,
1.9156,0.5901,0.977,49.277264,7.033313,2019-05-29 12:02:55:970,,,
1.6558,-0.3919,1.7819,49.277264,7.033313,2019-05-29 12:02:56:071,,,
1.3339,-0.3366,-1.7696,49.277264,7.033313,2019-05-29 12:02:56:171,,,
-0.3228,1.6905,3.2034,49.277264,7.033313,2019-05-29 12:03:29:546,1,,
-1.6745,-1.4665,3.3805,49.277264,7.033313,2019-05-29 12:03:29:645,,,
-1.3677,-0.7767,-2.033,49.277264,7.033313,2019-05-29 12:03:29:745,,,
0.2729,0.1693,-3.7008,49.277264,7.033313,2019-05-29 12:03:29:846,,,
3.6942,0.501,2.3983,49.277264,7.033313,2019-05-29 12:03:29:946,,,
2.8472,1.4794,-0.6739,49.277264,7.033313,2019-05-29 12:03:30:045,,,
2.7302,-0.9085,4.112,49.277264,7.033313,2019-05-29 12:03:30:145,,,
1.4268,-1.6894,1.3545,49.277264,7.033313,2019-05-29 12:03:30:246,,,
-0.9779,-2.726,-2.0715,49.277264,7.033313,2019-05-29 12:03:30:346,,,
-1.5409,-2.0527,0.2972,49.277264,7.033313,2019-05-29 12:03:30:446,,,
-1.9066,-1.8141,1.582,49.277264,7.033313,2019-05-29 12:03:30:546,,,
-1.0863,0.7562,-4.1572,49.277264,7.033313,2019-05-29 12:03:30:646,,,
4.3897,1.4864,2.8723,49.277264,7.033313,2019-05-29 12:03:30:745,,,
4.3173,1.8164,-0.3922,49.277264,7.033313,2019-05-29 12:03:30:846,,,
2.5356,-0.662,4.3491,49.277264,7.033313,2019-05-29 12:03:30:946,,,
-1.8169,-2.6131,0.2051,49.277264,7.033313,2019-05-29 12:03:31:046,,,
-3.5972,-1.1898,-2.1567,49.277264,7.033313,2019-05-29 12:03:31:146,,,
-3.3121,-0.1204,1.0229,49.277264,7.033313,2019-05-29 12:03:31:246,,,
-1.6529,0.5112,-2.8925,49.277264,7.033313,2019-05-29 12:03:31:349,,,
-4.4187,3.3872,3.6126,49.277264,7.033313,2019-05-29 12:03:31:447,,,
-4.4564,-2.4464,1.9108,49.277264,7.033313,2019-05-29 12:03:31:546,,,
-0.5208,-2.3256,-2.2564,49.277264,7.033313,2019-05-29 12:03:31:647,,,
0.9817,0.4016,-0.2626,49.277264,7.033313,2019-05-29 12:03:31:746,,,
